PhigrOS_SATURN Virtual OS,,,,,,,,,
收集品,内容,收集时间,保管单位,等级,长度,款式,碎数研编号,章节,编号
晚归来,,770/06/15,Gino,main,,,,第五章霓虹灯牌,0158
便签板•线索二,,770/06/16,Gino,bold,,,,第五章霓虹灯牌,0154
便签板•线索三,,770/06/18,鸠,bold,,,,第五章霓虹灯牌,0155
便签板•线索四,,770/06/18,素檀,bold,,,,第五章霓虹灯牌,0156
药箱,,770/06/18,莲渡,bold,,,,第五章霓虹灯牌,0159
药箱•线索一,,770/06/18,莲渡,bold,,,,第五章霓虹灯牌,0160
药箱•线索二,,770/06/18,Dlyro,bold,,,,第五章霓虹灯牌,0161
药箱•线索三,,770/06/18,Gino,bold,,,,第五章霓虹灯牌,0162
彩虹绘本•线索一,,770/06/18,Alpa,bold,,,,第五章霓虹灯牌,0163
山荷叶标本,,770/06/18,鸠,souvenir,,,,第五章霓虹灯牌,0164
锈色羊角锤•线索一,,770/06/18,莲渡,souvenir,,,,第五章霓虹灯牌,0192
【影像】背叛,,770/06/20,Kuzumi,souvenir,,,,第五章霓虹灯牌,0165
布兰达的自述,,770/06/20,Kuzumi,souvenir,,,,第五章霓虹灯牌,0166
布兰达的自述•线索一,,770/06/20,Kuzumi,souvenir,,,,第五章霓虹灯牌,0167
评《杰作的诞生》,,770/06/21,艾达,souvenir,,,,支线章节二弭刻日,0300
诗笺#19 天蓝,,770/06/28,deathMark,main,,,,第五章霓虹灯牌,0143
【录音】霓虹美食图鉴,,770/06/28,鸠,souvenir,24min02s,,,第五章霓虹灯牌,0168
尊师古卢,,770/07/08,Gino,souvenir,,,,第五章霓虹灯牌,0171
霓虹,,770/07/08,Gino,souvenir,,,,第五章霓虹灯牌,0172
霓虹•线索一,,770/07/08,Gino,souvenir,,,,第五章霓虹灯牌,0173
霓虹•线索二,,770/07/08,Gino,souvenir,,,,第五章霓虹灯牌,0174
霓虹•线索三,,770/07/08,Gino,souvenir,,,,第五章霓虹灯牌,0175
街机游戏《彩虹之战》•线索三,,770/07/08,莲渡,main,,,,第五章霓虹灯牌,0195
街机游戏《彩虹之战》•线索四,,770/07/08,莲渡,main,,,,第五章霓虹灯牌,0196
诗笺#20 戏中,,770/07/09,deathMark,main,,,,第五章霓虹灯牌,0144
校卡,,770/07/09,Gino,souvenir,,,,第五章霓虹灯牌,0176
《霓虹之声》宣传单,,770/07/09,Gino,souvenir,,,,第五章霓虹灯牌,0177
社团导师名录,,770/07/09,Gino,souvenir,,,,第五章霓虹灯牌,0178
课程表,,770/07/09,Gino,souvenir,,,,第五章霓虹灯牌,0179
【影像】霓虹观雨,,770/07/09,莲渡,souvenir,5min03s,,,第五章霓虹灯牌,0180
里表舞厅•线索四,,770/07/09,鸠,souvenir,,,,第五章霓虹灯牌,0181
百花教坊,,770/07/09,Gino,souvenir,,,,第五章霓虹灯牌,0182
糖绳,,770/07/09,鸠,souvenir,,,,第五章霓虹灯牌,0183
【影像】土丘,,770/07/12,鸠,souvenir,,,,第五章霓虹灯牌,0184
布兰达的感谢信•线索一,,770/07/12,布兰达,bold,,,,第六章方舟蜃景,0217
【录音】霓虹美食图鉴•线索一,,770/07/19,鸠,souvenir,,,,第五章霓虹灯牌,0169
布兰达的感谢信•线索二,,770/07/19,布兰达,bold,,,,第六章方舟蜃景,0218
Poem Reimei,,770/07/21,碎数研,main,,,,第五章霓虹灯牌,0145
锈色羊角锤•线索二,,770/08/02,鸠,souvenir,,,,第五章霓虹灯牌,0193
锈色羊角锤•线索三,,770/08/02,鸠,key,,,,第五章霓虹灯牌,0194
诗笺#21 悲惶,,770/08/21,deathMark,main,,,,第五章霓虹灯牌,0147
【录音】霓虹美食图鉴•线索二,,770/08/21,鸠,souvenir,,,,第五章霓虹灯牌,0170
锦囊•线索一,,770/08/21,Gino,main,,,,第五章霓虹灯牌,0185
PhigrOS记录-鸠,,770/08/21,鸠,souvenir,,,,第五章霓虹灯牌,0186
PhigrOS记录-鸠•线索一,,770/08/21,鸠,souvenir,,,,第五章霓虹灯牌,0187
PhigrOS记录-吉诺,,770/08/21,Gino,souvenir,,,,第五章霓虹灯牌,0188
布兰达的感谢信•线索三,,770/08/21,布兰达,bold,,,,第六章方舟蜃景,0219
可能性,,770/08/29,鸠,souvenir,,,,第五章霓虹灯牌,0189
街机游戏《彩虹之战》•线索五,,770/08/29,Gino,main,,,,第五章霓虹灯牌,0197
霓虹灯牌•线索一,,770/08/29,Gino,bold,,,,第六章方舟蜃景,0215
破译•Spasmodic,,770/08/30,Kuzumi,key,,,,第五章霓虹灯牌,0146
诗笺#22 自由,,770/08/30,deathMark,main,,,,第五章霓虹灯牌,0148
失效门牌•线索一,,770/08/30,Kuzumi,bold,,,,第六章方舟蜃景,0222
失效门牌•线索二,,770/08/30,Kuzumi,bold,,,,第六章方舟蜃景,0223
事件•虹再现,,770/08/31,鸠,key,,,,第五章霓虹灯牌,0198
重生,,770/08/31,鸠,main,,,,第六章方舟蜃景,0199
破译•望影の方舟Six,,770/08/31,鸠,key,,,,第六章方舟蜃景,0200
破译•望影の方舟Six•线索一,,770/08/31,鸠,souvenir,,,,第六章方舟蜃景,0201
破译•Igallta,,770/08/31,deathMark,key,,,,第六章方舟蜃景,0202
霓虹灯牌,,770/08/31,Gino,key,,,,第六章方舟蜃景,0214
布兰达的感谢信,,770/09/10,鸠,main,,,,第六章方舟蜃景,0216
油画,,770/09/10,Kuzumi,souvenir,,,,第六章方舟蜃景,0220
失效门牌,,770/09/10,鸠,main,,,,第六章方舟蜃景,0221
两用摩托Trophon•线索六,,771/01/04,Gino,bold,,,,第六章方舟蜃景,0203
路星67-改,,771/01/05,鸠,bold,,,,第七章时钟链接,0226
psyche-173号亚空间调查报告•新,,771/02/01,Alpa,main,,,,额外章节,0420
psyche-173号亚空间调查报告•新•线索一,,771/02/01,克劳尔,main,,,,额外章节,0421
psyche-173号亚空间调查报告•新•线索二,,771/02/01,鸠,main,,,,额外章节,0422
破译•最后的音矿,,771/05/10,鸠,main,,,,额外章节,0402
破译•半封信,,771/05/10,Alpa,main,,,,额外章节,0403
破译•人偶,,771/05/10,Gino,main,,,,额外章节,0404
破译•委托人,,771/05/10,Gino,main,,,,额外章节,0405
生命之音,,771/05/10,鸠,main,,,,额外章节,0406
公派任务,,771/07/09,豌豆,bold,,,,第六章方舟蜃景,0205
求职书,,771/07/11,碎数研,nonsence,,,,第六章方舟蜃景,0206
豌豆种植记录,,771/07/13,碎数研,souvenir,,,,第六章方舟蜃景,0207
豌豆种植记录•线索一,,771/07/14,碎数研,souvenir,,,,第六章方舟蜃景,0208
求救信,,771/07/15,雪梨膏,bold,,,,第六章方舟蜃景,0209
豌豆种植记录•线索二,,771/07/16,碎数研,souvenir,,,,第七章时钟链接,0228
求救信•线索一,,771/07/18,雪梨膏,bold,,,,第六章方舟蜃景,0210
求救信•线索二,,771/07/20,豌豆,bold,,,,第七章时钟链接,0229
克洛诺斯的鸽子•线索一,,771/07/24,碎数研,bold,,,,第六章方舟蜃景,0212
克洛诺斯的鸽子•线索二,,771/07/27,雪梨膏,bold,,,,第七章时钟链接,0230
豆羹,,771/07/27,雪梨膏,bold,,,,第七章时钟链接,0231
辞职书,,771/07/28,豌豆,main,,,,第七章时钟链接,0232
路星67-改•线索一,,771/08/20,鸠,bold,,,,第七章时钟链接,0227
致信：土星系统无法注册与故障问题,,771/08/22,克劳尔,main,,,,支线章节二弭刻日,0303
【录音】船桨,,771/08/23,纳贝流士,main,,,,支线章节二弭刻日,0304
【录音】船桨•线索一,,771/08/23,纳贝流士,souvenir,,,,支线章节二弭刻日,0305
【录音】船桨•线索二,,771/08/23,纳贝流士,souvenir,,,,支线章节二弭刻日,0306
PhigrOS记录：路星67大胜利（￣︶￣）↗,,771/08/23,Fuli,souvenir,,,,支线章节二弭刻日,0307
PhigrOS记录：路星67大胜利（￣︶￣）↗•线索一,,771/08/23,Fuli,souvenir,,,,支线章节二弭刻日,0308
PhigrOS记录：路星67大胜利（￣︶￣）↗•线索二,,771/08/23,Fuli,souvenir,,,,支线章节二弭刻日,0309
PhigrOS记录：路星67大胜利（￣︶￣）↗•线索三,,771/08/23,Fuli,souvenir,,,,支线章节二弭刻日,0310
PhigrOS记录：路星67大胜利（￣︶￣）↗•线索四,,771/08/23,Fuli,souvenir,,,,支线章节二弭刻日,0311
【影像】时钟悖论,,771/08/31,鸠,key,,,,第七章时钟链接,0224
时钟城第93届ALIGN梅花型拉力赛,,771/08/31,鸠,key,,,,第七章时钟链接,0225
旁白：造主,,771/08/31,旁观者,main,,,,支线章节二弭刻日,0296
旁白：心魔,,771/08/31,旁观者,main,,,,支线章节二弭刻日,0297
旁白：未来,,771/08/31,旁观者,main,,,,支线章节二弭刻日,0298
旁白：黎明,,771/08/31,旁观者,main,,,,支线章节二弭刻日,0299
今年过节上春晚,,771/12/23,鸠,key,,,,额外章节,0397
穿越小队少一人,,771/12/23,KALPA,main,,,,额外章节,0398
世界上的另个我,,771/12/23,咏歌,main,,,,额外章节,0399
亲朋好友齐欢聚,,771/12/23,鸠,main,,,,额外章节,0400
未来降临我身边,,771/12/23,鸠,key,,,,额外章节,0401
公派任务•线索一,,772/07/29,豌豆,bold,,,,第八章凌日潮汐,0245
罐装雪梨膏•线索一,,772/07/29,豌豆,bold,,,,第八章凌日潮汐,0247
诗笺 白马,,772/07/31,deathMark,main,,,,第八章凌日潮汐,0233
替换数据,,772/07/31,豌豆,key,,,,第八章凌日潮汐,0248
替换数据•线索一,,772/07/31,豌豆,key,,,,第八章凌日潮汐,0249
诗笺 抉择,,772/07/32,deathMark,main,,,,第八章凌日潮汐,0234
庙会,,772/07/32,鸠,souvenir,,,,第八章凌日潮汐,0241
庙会•线索一,,772/07/32,Gino,main,,,,第八章凌日潮汐,0242
公派任务•线索二,,772/07/32,豌豆,bold,,,,第八章凌日潮汐,0246
替换数据•线索二,,772/07/32,豌豆,key,,,,第八章凌日潮汐,0250
替换数据•线索三,,772/07/32,豌豆,key,,,,第八章凌日潮汐,0251
破译•凌日潮汐,,772/08/01,碎数研,key,18s,,,第八章凌日潮汐,0235
破译•凌日潮汐•线索一,,772/08/01,碎数研,key,16s,,,第八章凌日潮汐,0236
破译•凌日潮汐•线索二,,772/08/01,碎数研,key,20s,,,第八章凌日潮汐,0237
破译•凌日潮汐•线索三,,772/08/01,碎数研,key,5s,,,第八章凌日潮汐,0238
破译•凌日潮汐•线索四,,772/08/01,碎数研,key,18s,,,第八章凌日潮汐,0239
破译•凌日潮汐•线索五,,772/08/01,碎数研,key,6s,,,第八章凌日潮汐,0240
【影像】月面之海,,772/08/01,弭儿,key,,,,第八章凌日潮汐,0243
【录音】穹顶,,772/08/02,鸠,key,18s,,,第八章凌日潮汐,0244
收音机•线索一,,林现2079/09/06,鸠,main,,,,第二章废土之下,0057
录音笔Alpa•线索二,,林现2083/09/03,鸠,bold,,,,第一章冰封世界,0010
周边•判定线抱枕,,林现2091/02/08,您,souvenir,,,,第二章废土之下,0050
公告•十七的宝藏,,林现2091/06/29,Sparkle_17,main,,,,额外章节,0391
鸽子集结号,,林现2091/06/29,艾葵,main,,,,额外章节,0392
三尾吉祥鱼,,林现2091/06/29,余小鹏,main,,,,额外章节,0393
警长证,,林现2091/08/29 09:10,Gino,bold,,,,第二章废土之下,0052
【影像】现场勘验报告•夏草,,林现2091/08/29 09:27,Gino,souvenir,,,,第二章废土之下,0054
【影像】塔,,林现2091/08/29 09:32,Gino,key,,,,第二章废土之下,0053
梆笛•线索一,,林现2091/08/29 09:35,Gino,bold,,,,第二章废土之下,0051
【phigros】前传·九色鹿（1）,,林现2091/10/21 06:35,deathMark (Kuanphough),-,,,,游戏外/前传·九色鹿,0461
【phigros】九色鹿（2）,,林现2091/10/23 17:46,deathMark (Kuanphough),-,,,,游戏外/前传·九色鹿,0462
【phigros】九色鹿（3）,,林现2091/12/15 19:47,deathMark (Kuanphough),-,,,,游戏外/前传·九色鹿,0463
给十七的挑战书,,林现2092/03/20,鸠,nazo,,,,额外章节,0394
给十七的挑战书•线索一,,林现2092/03/20,鸠,nazo,,,,额外章节,0395
烤 全 鸭,,林现2092/03/32,Alpa,nonsense,,,,额外章节,0396
Phigros·冰封世界（一）,,林现2092/06/13 17:31,PigeonGames-鸽游,-,,,,游戏外/官方小说,0464
Phigros·冰封世界（二）,,林现2092/06/28 23:14,PigeonGames-鸽游,-,,,,游戏外/官方小说,0465
Phigros·冰封世界（三）,,林现2093/06/28 17:00,PigeonGames-鸽游,-,,,,游戏外/官方小说,0466
【小说】思想者广场上的少女,,林现2094/06/20 21:57,Kuanphough/风铃,-,,,,游戏外/短篇小说,0467
清醒者日报vol.0（2094.06.20）,,林现2094/06/20 22:03,林泊百科,-,,,,游戏外/清醒者日报,0470
清醒者日报vol.1（2094.07.05）,,林现2094/07/05 19:11,林泊百科,-,,,,游戏外/清醒者日报,0471
清醒者日报vol.2（2094.07.20）,,林现2094/07/20 23:49,林泊百科,-,,,,游戏外/清醒者日报,0472
清醒者日报vol.3（2094.08.05）,,林现2094/08/05 23:15,林泊百科,-,,,,游戏外/清醒者日报,0473
清醒者日报vol.4（2094.08.20）,,林现2094/08/20 22:37,林泊百科,-,,,,游戏外/清醒者日报,0474
清醒者日报vol.5（2094.09.05）-Rizline来袭,,林现2094/09/05 00:29,林泊百科,-,,,,游戏外/清醒者日报,0475
清醒者日报vol.6（2094.09.20）,,林现2094/09/20 20:42,林泊百科,-,,,,游戏外/清醒者日报,0476
清醒者日报vol.7（2094.10.05）,,林现2094/10/05 22:01,林泊百科,-,,,,游戏外/清醒者日报,0477
清醒者日报vol.8（2094.10.20）,,林现2094/10/20 18:00,林泊百科,-,,,,游戏外/清醒者日报,0478
【小说】饼,,林现2094/11/05 01:38,木瑰,-,,,,游戏外/短篇小说,0468
清醒者日报vol.9（2094.11.05）,,林现2094/11/05 19:58,林泊百科,-,,,,游戏外/清醒者日报,0479
清醒者日报vol.10（2094.12.04）-精选：像素塔名词解释篇,,林现2094/12/04 18:37,林泊百科,-,,,,游戏外/清醒者日报,0480
【小说】文明贩卖者,,林现2095/01/05 17:00,Mortuary,-,,,,游戏外/短篇小说,0469
清醒者日报vol.11（2095.01.05）-元旦快乐！,,林现2095/01/05 21:40,林泊百科,-,,,,游戏外/清醒者日报,0481
清醒者日报vol.12（2095.01.21）-恭贺新春！,,林现2095/01/21 09:00,林泊百科,-,,,,游戏外/清醒者日报,0482
清醒者日报vol.13（2095.02.09）-生日快乐！,,林现2095/02/09 23:30,林泊百科,-,,,,游戏外/清醒者日报,0483
清醒者日报vol.14（2095.02.25）-随机一下吧,,林现2095/02/25 17:30,林泊百科,-,,,,游戏外/清醒者日报,0484
清醒者日报vol.15（2095.03.05）-在？是没被碎数研蛊惑的林泊吗？能不能拯救林百？,,林现2095/03/05 21:23,林泊百科,-,,,,游戏外/清醒者日报,0485
清醒者日报vol.16（2095.04.05）-月刊也是好清日！清明安康！,,林现2095/04/05 10:00,林泊百科,-,,,,游戏外/清醒者日报,0486
清醒者日报vol.17（2095.05.05）-工作还没结束？五一逛漫展先,,林现2095/05/06 19:24,林泊百科,-,,,,游戏外/清醒者日报,0487
清醒者日报vol.18（2095.06.20）- 夏日炎炎，来冲浪吧,,林现2095/06/22 08:00,林泊百科,-,,,,游戏外/清醒者日报,0488
清醒者日报vol.19（2095.09.20）- 极星卫：奏响刻米莉亚之歌,,林现2095/09/20 17:00,林泊百科,-,,,,游戏外/清醒者日报,0489
清醒者日报vol.20（2095.11.06）- 凤梨谈像素塔堂堂完结！,,林现2095/11/06 19:00,林泊百科,-,,,,游戏外/清醒者日报,0490
清醒者日报vol.21（2096.03.05）- 回归！,,林现2096/03/20 17:46,林泊百科,-,,,,游戏外/清醒者日报,0491
观察记录：雪,,林现2096/04/05,Para,main,,,,额外章节,0413
观察记录：像,,林现2096/04/06,Para,main,,,,额外章节,0414
观察记录：友,,林现2096/04/07,Para,main,,,,额外章节,0415
观察记录：痕,,林现2096/04/08,Para,main,,,,额外章节,0416
Tips：江源速报,"phigrOS正在加载中…… 1.江源速报：拟态系统PhigrOS，将于8月31号正式上线
2.江源速报：PhigrOS内测开放新节点，完全复原冰封后地表实录
3.江源速报：PHI集团负责人失踪三日，警方仍在调查中
4.江源速报：PHI集团负责人回归，自杀传言不攻而破
5.江源速报：名人自杀现象异常扩散，知名作家留下诡异遗书
6.江源速报：知名歌手何琼语于昨夜凌晨意外死亡，凶手仍在追查中
7.江源速报：警方发表惊人结果，何琼语原系自杀身亡
8.江源速报：天后横死案新进展，凶手恐为桥民流浪汉
9.江源速报：三大基地全面开放通行，冰封纪元即将结束？
10.江源速报：专家呼吁复兴AI产业，以应对劳动力紧缺问题
11.江源速报：政府出台就业新策，望促进失业人员再就业
12.江源速报：多地出现无故昏厥人员，卫生部呼吁民众注意饮食健康
13.江源速报：全球年均温再度上升，重返地表签名破千万
14.江源速报：群体性臆症爆发，多人自称蜂巢C区存在巨塔
15.江源速报：巨塔效应急剧化，神秘群体林泊浮出水面
16.江源速报：上半年人口增长率再创新低，新型受精技术受挫
17.我被困在林泊百科里了！救命！
18.像素塔真的存在吗。
19.Saturn新闻报道：插播一条紧急播报，请不要看向晚上的天空或月亮。
20.现在！快看向外面的月亮！
21.啊！PhigrOS又崩溃了……",-,林泊百科,tips,,,,江源速报,0460
战士•一•马,"冰封• 53.A.P  “握住缰绳，熟悉马的呼吸，想象你要去的地方。” 冬日里，她教导着 “我” 操控梦魇马的办法，“我” 闭目畅想，看见了漫天的飘雪，
和远处不断浮动的幻影，便张开了眼睛。 “我做不到。”
“你看到了什么？” “我” 再次闭上眼睛，雪停了，落日似雁阵，向北徐行，鳞云流散，他站在空中，云的河流从身侧流过，扑面而来的水汽洗清他浑浊的双眼，并揭开了传说的面纱，那巨塔倒悬在天际，幻想是它的血肉，钢铁是它的骨骼，“我” 看向塔，塔的住民也看向他，停止了耕作，生锈的镰刀上，闪过一抹寒光。 “我，什么也没看到。”",053/04/07,Gino,main,,,,第三章幽蓝边界,0097
战士•二•疾驰,"冰封• 57.A.P  梦魇马的铁蹄溅起阵阵雪雾，我们疾驰在山脊线上，背后是紧追不舍的斥候魍，雾粒的身体，依附着地面滑行，前方乃万丈悬崖，深不见底，粉身碎骨。然而 “我” 的注意却全在她的长发上，它们从头盔中飘出，冰晶在其上编织着绮丽的绒花。 “用融通！我们跳过悬崖！” “我” 的脑海中浮现着她的背影，只觉狂风忽停而骤起，我们便立在了崖后的山尖。
她摘下头盔，遥望远方巨塔，单是建造中的基底便高插入云，她不由叹气。
“他们放弃了自己的家乡，以后也会放弃塔中的世界。” 最后一个音节落下，她消失在了原地。",057/04/08,Gino,main,,,,第三章幽蓝边界,0098
